algorithm,scenario,instance,runtime,dim,repl
ax,lcbench,189873,834,7,29
ax,lcbench,189873,840,7,30
ax,lcbench,189906,852,7,1
ax,lcbench,189906,847,7,2
ax,lcbench,189906,826,7,3
ax,lcbench,189906,848,7,4
ax,lcbench,189906,824,7,5
ax,lcbench,189906,849,7,6
ax,lcbench,189906,839,7,7
ax,lcbench,189906,827,7,8
ax,lcbench,189906,864,7,9
ax,lcbench,189906,854,7,10
ax,lcbench,189906,827,7,11
ax,lcbench,189906,843,7,12
ax,lcbench,189906,840,7,13
ax,lcbench,189906,822,7,14
ax,lcbench,189906,832,7,15
ax,lcbench,189906,824,7,16
ax,lcbench,189906,828,7,17
ax,lcbench,189906,828,7,18
ax,lcbench,189906,821,7,19
ax,lcbench,189906,816,7,20
ax,lcbench,189906,822,7,21
ax,lcbench,189906,800,7,22
ax,lcbench,189906,828,7,23
ax,lcbench,189906,824,7,24
ax,lcbench,189906,865,7,25
ax,lcbench,189906,840,7,26
ax,lcbench,189906,844,7,27
ax,lcbench,189906,839,7,28
ax,lcbench,189906,846,7,29
ax,lcbench,189906,843,7,30
ax,rbv2_rpart,14,664,4,1
ax,rbv2_rpart,14,666,4,2
ax,rbv2_rpart,14,687,4,3
ax,rbv2_rpart,14,665,4,4
ax,rbv2_rpart,14,686,4,5
ax,rbv2_rpart,14,688,4,6
ax,rbv2_rpart,14,673,4,7
ax,rbv2_rpart,14,685,4,8
ax,rbv2_rpart,14,661,4,9
ax,rbv2_rpart,14,665,4,10
ax,rbv2_rpart,14,674,4,11
ax,rbv2_rpart,14,692,4,12
ax,rbv2_rpart,14,675,4,13
ax,rbv2_rpart,14,694,4,14
ax,rbv2_rpart,14,642,4,15
ax,rbv2_rpart,14,668,4,16
ax,rbv2_rpart,14,684,4,17
ax,rbv2_rpart,14,678,4,18
ax,rbv2_rpart,14,676,4,19
ax,rbv2_rpart,14,682,4,20
ax,rbv2_rpart,14,682,4,21
ax,rbv2_rpart,14,681,4,22
ax,rbv2_rpart,14,669,4,23
ax,rbv2_rpart,14,681,4,24
ax,rbv2_rpart,14,679,4,25
ax,rbv2_rpart,14,687,4,26
ax,rbv2_rpart,14,680,4,27
ax,rbv2_rpart,14,683,4,28
ax,rbv2_rpart,14,688,4,29
ax,rbv2_rpart,14,671,4,30
ax,rbv2_rpart,40499,663,4,1
ax,rbv2_rpart,40499,683,4,2
ax,rbv2_rpart,40499,669,4,3
ax,rbv2_rpart,40499,665,4,4
ax,rbv2_rpart,40499,671,4,5
ax,rbv2_rpart,40499,658,4,6
ax,rbv2_rpart,40499,696,4,7
ax,rbv2_rpart,40499,683,4,8
ax,rbv2_rpart,40499,577,4,9
ax,rbv2_rpart,40499,589,4,10
ax,rbv2_rpart,40499,605,4,11
ax,rbv2_rpart,40499,596,4,12
ax,rbv2_rpart,40499,549,4,13
ax,rbv2_rpart,40499,594,4,14
ax,rbv2_rpart,40499,598,4,15
ax,rbv2_rpart,40499,592,4,16
ax,rbv2_rpart,40499,590,4,17
ax,rbv2_rpart,40499,595,4,18
ax,rbv2_rpart,40499,605,4,19
ax,rbv2_rpart,40499,589,4,20
ax,rbv2_rpart,40499,593,4,21
ax,rbv2_rpart,40499,594,4,22
ax,rbv2_rpart,40499,595,4,23
ax,rbv2_rpart,40499,601,4,24
ax,rbv2_rpart,40499,614,4,25
ax,rbv2_rpart,40499,588,4,26
ax,rbv2_rpart,40499,591,4,27
ax,rbv2_rpart,40499,588,4,28
ax,rbv2_rpart,40499,599,4,29
ax,rbv2_rpart,40499,607,4,30
ax,rbv2_xgboost,12,972,10,1
ax,rbv2_xgboost,12,968,10,2
ax,rbv2_xgboost,12,982,10,3
ax,rbv2_xgboost,12,946,10,4
ax,rbv2_xgboost,12,1026,10,5
ax,rbv2_xgboost,12,1002,10,6
ax,rbv2_xgboost,12,1018,10,7
ax,rbv2_xgboost,12,948,10,8
ax,rbv2_xgboost,12,994,10,9
ax,rbv2_xgboost,12,978,10,10
ax,rbv2_xgboost,12,1006,10,11
ax,rbv2_xgboost,12,1001,10,12
ax,rbv2_xgboost,12,982,10,13
ax,rbv2_xgboost,12,977,10,14
ax,rbv2_xgboost,12,975,10,15
ax,rbv2_xgboost,12,969,10,16
ax,rbv2_xgboost,12,956,10,17
ax,rbv2_xgboost,12,1034,10,18
ax,rbv2_xgboost,12,981,10,19
ax,rbv2_xgboost,12,961,10,20
ax,rbv2_xgboost,12,961,10,21
ax,rbv2_xgboost,12,977,10,22
ax,rbv2_xgboost,12,961,10,23
ax,rbv2_xgboost,12,989,10,24
ax,rbv2_xgboost,12,953,10,25
ax,rbv2_xgboost,12,962,10,26
ax,rbv2_xgboost,12,1009,10,27
ax,rbv2_xgboost,12,979,10,28
ax,rbv2_xgboost,12,989,10,29
ax,rbv2_xgboost,12,993,10,30
ax,rbv2_xgboost,1501,991,10,1
ax,rbv2_xgboost,1501,958,10,2
ax,rbv2_xgboost,1501,979,10,3
ax,rbv2_xgboost,1501,952,10,4
ax,rbv2_xgboost,1501,977,10,5
ax,rbv2_xgboost,1501,1006,10,6
ax,rbv2_xgboost,1501,950,10,7
ax,rbv2_xgboost,1501,996,10,8
ax,rbv2_xgboost,1501,955,10,9
ax,rbv2_xgboost,1501,1003,10,10
ax,rbv2_xgboost,1501,996,10,11
ax,rbv2_xgboost,1501,932,10,12
ax,rbv2_xgboost,1501,973,10,13
ax,rbv2_xgboost,1501,961,10,14
ax,rbv2_xgboost,1501,1010,10,15
ax,rbv2_xgboost,1501,976,10,16
ax,rbv2_xgboost,1501,982,10,17
ax,rbv2_xgboost,1501,1019,10,18
ax,rbv2_xgboost,1501,940,10,19
ax,rbv2_xgboost,1501,986,10,20
ax,rbv2_xgboost,1501,935,10,21
ax,rbv2_xgboost,1501,946,10,22
ax,rbv2_xgboost,1501,958,10,23
ax,rbv2_xgboost,1501,971,10,24
ax,rbv2_xgboost,1501,971,10,25
ax,rbv2_xgboost,1501,990,10,26
ax,rbv2_xgboost,1501,989,10,27
ax,rbv2_xgboost,1501,984,10,28
ax,rbv2_xgboost,1501,984,10,29
ax,rbv2_xgboost,1501,958,10,30
ax,rbv2_xgboost,40499,955,10,1
ax,rbv2_xgboost,40499,979,10,2
ax,rbv2_xgboost,40499,964,10,3
ax,rbv2_xgboost,40499,950,10,4
ax,rbv2_xgboost,40499,993,10,5
ax,rbv2_xgboost,40499,969,10,6
ax,rbv2_xgboost,40499,935,10,7
ax,rbv2_xgboost,40499,938,10,8
ax,rbv2_xgboost,40499,968,10,9
ax,rbv2_xgboost,40499,940,10,10
ax,rbv2_xgboost,40499,1005,10,11
ax,rbv2_xgboost,40499,926,10,12
ax,rbv2_xgboost,40499,959,10,13
ax,rbv2_xgboost,40499,942,10,14
ax,rbv2_xgboost,40499,976,10,15
ax,rbv2_xgboost,40499,953,10,16
ax,rbv2_xgboost,40499,945,10,17
ax,rbv2_xgboost,40499,973,10,18
ax,rbv2_xgboost,40499,951,10,19
ax,rbv2_xgboost,40499,933,10,20
ax,rbv2_xgboost,40499,962,10,21
ax,rbv2_xgboost,40499,998,10,22
ax,rbv2_xgboost,40499,953,10,23
ax,rbv2_xgboost,40499,939,10,24
ax,rbv2_xgboost,40499,927,10,25
ax,rbv2_xgboost,40499,972,10,26
ax,rbv2_xgboost,40499,979,10,27
ax,rbv2_xgboost,40499,971,10,28
ax,rbv2_xgboost,40499,952,10,29
ax,rbv2_xgboost,40499,927,10,30
hebo,lcbench,167168,649,7,1
hebo,lcbench,167168,653,7,2
hebo,lcbench,167168,655,7,3
hebo,lcbench,167168,653,7,4
hebo,lcbench,167168,651,7,5
hebo,lcbench,167168,648,7,6
hebo,lcbench,167168,647,7,7
hebo,lcbench,167168,652,7,8
hebo,lcbench,167168,648,7,9
hebo,lcbench,167168,653,7,10
hebo,lcbench,167168,651,7,11
hebo,lcbench,167168,648,7,12
hebo,lcbench,167168,650,7,13
hebo,lcbench,167168,653,7,14
hebo,lcbench,167168,647,7,15
hebo,lcbench,167168,647,7,16
hebo,lcbench,167168,591,7,17
hebo,lcbench,167168,593,7,18
hebo,lcbench,167168,594,7,19
hebo,lcbench,167168,596,7,20
hebo,lcbench,167168,594,7,21
hebo,lcbench,167168,590,7,22
hebo,lcbench,167168,596,7,23
hebo,lcbench,167168,599,7,24
hebo,lcbench,167168,593,7,25
hebo,lcbench,167168,595,7,26
hebo,lcbench,167168,592,7,27
hebo,lcbench,167168,596,7,28
hebo,lcbench,167168,593,7,29
hebo,lcbench,167168,591,7,30
hebo,lcbench,189873,593,7,1
hebo,lcbench,189873,593,7,2
hebo,lcbench,189873,595,7,3
hebo,lcbench,189873,591,7,4
hebo,lcbench,189873,596,7,5
hebo,lcbench,189873,594,7,6
hebo,lcbench,189873,594,7,7
hebo,lcbench,189873,592,7,8
hebo,lcbench,189873,595,7,9
hebo,lcbench,189873,593,7,10
hebo,lcbench,189873,595,7,11
hebo,lcbench,189873,595,7,12
hebo,lcbench,189873,592,7,13
hebo,lcbench,189873,597,7,14
hebo,lcbench,189873,595,7,15
hebo,lcbench,189873,593,7,16
hebo,lcbench,189873,598,7,17
hebo,lcbench,189873,592,7,18
hebo,lcbench,189873,594,7,19
hebo,lcbench,189873,593,7,20
hebo,lcbench,189873,593,7,21
hebo,lcbench,189873,592,7,22
hebo,lcbench,189873,596,7,23
hebo,lcbench,189873,593,7,24
hebo,lcbench,189873,595,7,25
hebo,lcbench,189873,598,7,26
hebo,lcbench,189873,597,7,27
hebo,lcbench,189873,598,7,28
hebo,lcbench,189873,592,7,29
hebo,lcbench,189873,594,7,30
hebo,lcbench,189906,594,7,1
hebo,lcbench,189906,593,7,2
hebo,lcbench,189906,595,7,3
hebo,lcbench,189906,593,7,4
hebo,lcbench,189906,595,7,5
hebo,lcbench,189906,592,7,6
hebo,lcbench,189906,594,7,7
hebo,lcbench,189906,593,7,8
hebo,lcbench,189906,590,7,9
hebo,lcbench,189906,596,7,10
hebo,lcbench,189906,599,7,11
hebo,lcbench,189906,596,7,12
hebo,lcbench,189906,594,7,13
hebo,lcbench,189906,600,7,14
hebo,lcbench,189906,594,7,15
hebo,lcbench,189906,593,7,16
hebo,lcbench,189906,594,7,17
hebo,lcbench,189906,593,7,18
hebo,lcbench,189906,592,7,19
hebo,lcbench,189906,592,7,20
hebo,lcbench,189906,596,7,21
hebo,lcbench,189906,591,7,22
hebo,lcbench,189906,590,7,23
hebo,lcbench,189906,590,7,24
hebo,lcbench,189906,593,7,25
hebo,lcbench,189906,594,7,26
hebo,lcbench,189906,593,7,27
hebo,lcbench,189906,591,7,28
hebo,lcbench,189906,595,7,29
hebo,lcbench,189906,596,7,30
hebo,rbv2_rpart,14,518,4,1
hebo,rbv2_rpart,14,518,4,2
hebo,rbv2_rpart,14,520,4,3
hebo,rbv2_rpart,14,518,4,4
hebo,rbv2_rpart,14,519,4,5
hebo,rbv2_rpart,14,514,4,6
hebo,rbv2_rpart,14,516,4,7
hebo,rbv2_rpart,14,524,4,8
hebo,rbv2_rpart,14,521,4,9
hebo,rbv2_rpart,14,515,4,10
hebo,rbv2_rpart,14,519,4,11
hebo,rbv2_rpart,14,523,4,12
hebo,rbv2_rpart,14,517,4,13
hebo,rbv2_rpart,14,517,4,14
hebo,rbv2_rpart,14,520,4,15
hebo,rbv2_rpart,14,518,4,16
hebo,rbv2_rpart,14,521,4,17
hebo,rbv2_rpart,14,518,4,18
hebo,rbv2_rpart,14,516,4,19
hebo,rbv2_rpart,14,526,4,20
hebo,rbv2_rpart,14,518,4,21
hebo,rbv2_rpart,14,519,4,22
hebo,rbv2_rpart,14,521,4,23
hebo,rbv2_rpart,14,522,4,24
hebo,rbv2_rpart,14,518,4,25
hebo,rbv2_rpart,14,519,4,26
hebo,rbv2_rpart,14,522,4,27
hebo,rbv2_rpart,14,519,4,28
hebo,rbv2_rpart,14,519,4,29
hebo,rbv2_rpart,14,519,4,30
hebo,rbv2_rpart,40499,518,4,1
hebo,rbv2_rpart,40499,519,4,2
hebo,rbv2_rpart,40499,515,4,3
hebo,rbv2_rpart,40499,521,4,4
hebo,rbv2_rpart,40499,519,4,5
hebo,rbv2_rpart,40499,523,4,6
hebo,rbv2_rpart,40499,521,4,7
hebo,rbv2_rpart,40499,518,4,8
hebo,rbv2_rpart,40499,520,4,9
hebo,rbv2_rpart,40499,514,4,10
hebo,rbv2_rpart,40499,518,4,11
hebo,rbv2_rpart,40499,516,4,12
hebo,rbv2_rpart,40499,516,4,13
hebo,rbv2_rpart,40499,521,4,14
hebo,rbv2_rpart,40499,515,4,15
hebo,rbv2_rpart,40499,518,4,16
hebo,rbv2_rpart,40499,514,4,17
hebo,rbv2_rpart,40499,519,4,18
hebo,rbv2_rpart,40499,520,4,19
hebo,rbv2_rpart,40499,519,4,20
hebo,rbv2_rpart,40499,515,4,21
hebo,rbv2_rpart,40499,514,4,22
hebo,rbv2_rpart,40499,524,4,23
hebo,rbv2_rpart,40499,514,4,24
hebo,rbv2_rpart,40499,516,4,25
hebo,rbv2_rpart,40499,516,4,26
hebo,rbv2_rpart,40499,519,4,27
hebo,rbv2_rpart,40499,522,4,28
hebo,rbv2_rpart,40499,518,4,29
hebo,rbv2_rpart,40499,519,4,30
hebo,rbv2_xgboost,12,661,10,1
hebo,rbv2_xgboost,12,654,10,2
hebo,rbv2_xgboost,12,659,10,3
hebo,rbv2_xgboost,12,654,10,4
hebo,rbv2_xgboost,12,659,10,5
hebo,rbv2_xgboost,12,657,10,6
hebo,rbv2_xgboost,12,655,10,7
hebo,rbv2_xgboost,12,655,10,8
hebo,rbv2_xgboost,12,659,10,9
hebo,rbv2_xgboost,12,652,10,10
hebo,rbv2_xgboost,12,660,10,11
hebo,rbv2_xgboost,12,655,10,12
hebo,rbv2_xgboost,12,658,10,13
hebo,rbv2_xgboost,12,651,10,14
hebo,rbv2_xgboost,12,657,10,15
hebo,rbv2_xgboost,12,654,10,16
hebo,rbv2_xgboost,12,660,10,17
hebo,rbv2_xgboost,12,654,10,18
hebo,rbv2_xgboost,12,656,10,19
hebo,rbv2_xgboost,12,658,10,20
hebo,rbv2_xgboost,12,659,10,21
hebo,rbv2_xgboost,12,656,10,22
hebo,rbv2_xgboost,12,658,10,23
hebo,rbv2_xgboost,12,655,10,24
hebo,rbv2_xgboost,12,655,10,25
hebo,rbv2_xgboost,12,652,10,26
hebo,rbv2_xgboost,12,656,10,27
hebo,rbv2_xgboost,12,656,10,28
hebo,rbv2_xgboost,12,659,10,29
hebo,rbv2_xgboost,12,656,10,30
hebo,rbv2_xgboost,1501,658,10,1
hebo,rbv2_xgboost,1501,653,10,2
hebo,rbv2_xgboost,1501,654,10,3
hebo,rbv2_xgboost,1501,655,10,4
hebo,rbv2_xgboost,1501,658,10,5
hebo,rbv2_xgboost,1501,655,10,6
hebo,rbv2_xgboost,1501,659,10,7
hebo,rbv2_xgboost,1501,651,10,8
hebo,rbv2_xgboost,1501,662,10,9
hebo,rbv2_xgboost,1501,657,10,10
hebo,rbv2_xgboost,1501,664,10,11
hebo,rbv2_xgboost,1501,653,10,12
hebo,rbv2_xgboost,1501,669,10,13
hebo,rbv2_xgboost,1501,653,10,14
hebo,rbv2_xgboost,1501,658,10,15
hebo,rbv2_xgboost,1501,653,10,16
hebo,rbv2_xgboost,1501,656,10,17
hebo,rbv2_xgboost,1501,656,10,18
hebo,rbv2_xgboost,1501,655,10,19
hebo,rbv2_xgboost,1501,654,10,20
hebo,rbv2_xgboost,1501,660,10,21
hebo,rbv2_xgboost,1501,655,10,22
hebo,rbv2_xgboost,1501,656,10,23
hebo,rbv2_xgboost,1501,658,10,24
hebo,rbv2_xgboost,1501,659,10,25
hebo,rbv2_xgboost,1501,655,10,26
hebo,rbv2_xgboost,1501,657,10,27
hebo,rbv2_xgboost,1501,656,10,28
hebo,rbv2_xgboost,1501,655,10,29
hebo,rbv2_xgboost,1501,660,10,30
hebo,rbv2_xgboost,40499,660,10,1
hebo,rbv2_xgboost,40499,656,10,2
hebo,rbv2_xgboost,40499,654,10,3
hebo,rbv2_xgboost,40499,651,10,4
hebo,rbv2_xgboost,40499,655,10,5
hebo,rbv2_xgboost,40499,654,10,6
hebo,rbv2_xgboost,40499,656,10,7
hebo,rbv2_xgboost,40499,654,10,8
hebo,rbv2_xgboost,40499,656,10,9
hebo,rbv2_xgboost,40499,654,10,10
hebo,rbv2_xgboost,40499,653,10,11
hebo,rbv2_xgboost,40499,653,10,12
hebo,rbv2_xgboost,40499,661,10,13
hebo,rbv2_xgboost,40499,651,10,14
hebo,rbv2_xgboost,40499,824,10,15
hebo,rbv2_xgboost,40499,814,10,16
hebo,rbv2_xgboost,40499,766,10,17
hebo,rbv2_xgboost,40499,681,10,18
hebo,rbv2_xgboost,40499,914,10,19
hebo,rbv2_xgboost,40499,744,10,20
hebo,rbv2_xgboost,40499,826,10,21
hebo,rbv2_xgboost,40499,814,10,22
hebo,rbv2_xgboost,40499,766,10,23
hebo,rbv2_xgboost,40499,673,10,24
hebo,rbv2_xgboost,40499,913,10,25
hebo,rbv2_xgboost,40499,744,10,26
hebo,rbv2_xgboost,40499,823,10,27
hebo,rbv2_xgboost,40499,809,10,28
hebo,rbv2_xgboost,40499,768,10,29
hebo,rbv2_xgboost,40499,676,10,30
smac4bb,lcbench,167168,791,7,1
smac4bb,lcbench,167168,610,7,2
smac4bb,lcbench,167168,701,7,3
smac4bb,lcbench,167168,680,7,4
smac4bb,lcbench,167168,620,7,5
smac4bb,lcbench,167168,490,7,6
smac4bb,lcbench,167168,800,7,7
smac4bb,lcbench,167168,611,7,8
smac4bb,lcbench,167168,707,7,9
smac4bb,lcbench,167168,690,7,10
smac4bb,lcbench,167168,596,7,11
smac4bb,lcbench,167168,537,7,12
smac4bb,lcbench,167168,789,7,13
smac4bb,lcbench,167168,616,7,14
smac4bb,lcbench,167168,692,7,15
smac4bb,lcbench,167168,668,7,16
smac4bb,lcbench,167168,598,7,17
smac4bb,lcbench,167168,485,7,18
smac4bb,lcbench,167168,792,7,19
smac4bb,lcbench,167168,613,7,20
smac4bb,lcbench,167168,726,7,21
smac4bb,lcbench,167168,675,7,22
smac4bb,lcbench,167168,608,7,23
smac4bb,lcbench,167168,488,7,24
smac4bb,lcbench,167168,789,7,25
smac4bb,lcbench,167168,594,7,26
smac4bb,lcbench,167168,705,7,27
smac4bb,lcbench,167168,690,7,28
smac4bb,lcbench,167168,599,7,29
smac4bb,lcbench,167168,489,7,30
smac4bb,lcbench,189873,801,7,1
smac4bb,lcbench,189873,605,7,2
smac4bb,lcbench,189873,698,7,3
smac4bb,lcbench,189873,687,7,4
smac4bb,lcbench,189873,616,7,5
smac4bb,lcbench,189873,514,7,6
smac4bb,lcbench,189873,810,7,7
smac4bb,lcbench,189873,602,7,8
smac4bb,lcbench,189873,704,7,9
smac4bb,lcbench,189873,691,7,10
smac4bb,lcbench,189873,614,7,11
smac4bb,lcbench,189873,514,7,12
smac4bb,lcbench,189873,794,7,13
smac4bb,lcbench,189873,593,7,14
smac4bb,lcbench,189873,712,7,15
smac4bb,lcbench,189873,687,7,16
smac4bb,lcbench,189873,615,7,17
smac4bb,lcbench,189873,499,7,18
smac4bb,lcbench,189873,797,7,19
smac4bb,lcbench,189873,601,7,20
smac4bb,lcbench,189873,706,7,21
smac4bb,lcbench,189873,685,7,22
smac4bb,lcbench,189873,613,7,23
smac4bb,lcbench,189873,502,7,24
smac4bb,lcbench,189873,805,7,25
smac4bb,lcbench,189873,604,7,26
smac4bb,lcbench,189873,708,7,27
smac4bb,lcbench,189873,676,7,28
smac4bb,lcbench,189873,618,7,29
smac4bb,lcbench,189873,491,7,30
smac4bb,lcbench,189906,795,7,1
smac4bb,lcbench,189906,604,7,2
smac4bb,lcbench,189906,703,7,3
smac4bb,lcbench,189906,691,7,4
smac4bb,lcbench,189906,615,7,5
smac4bb,lcbench,189906,506,7,6
smac4bb,lcbench,189906,795,7,7
smac4bb,lcbench,189906,602,7,8
smac4bb,lcbench,189906,710,7,9
smac4bb,lcbench,189906,675,7,10
smac4bb,lcbench,189906,614,7,11
smac4bb,lcbench,189906,500,7,12
smac4bb,lcbench,189906,800,7,13
smac4bb,lcbench,189906,599,7,14
smac4bb,lcbench,189906,703,7,15
smac4bb,lcbench,189906,683,7,16
smac4bb,lcbench,189906,617,7,17
smac4bb,lcbench,189906,502,7,18
smac4bb,lcbench,189906,807,7,19
smac4bb,lcbench,189906,594,7,20
smac4bb,lcbench,189906,699,7,21
smac4bb,lcbench,189906,678,7,22
smac4bb,lcbench,189906,604,7,23
smac4bb,lcbench,189906,498,7,24
smac4bb,lcbench,189906,803,7,25
smac4bb,lcbench,189906,604,7,26
smac4bb,lcbench,189906,705,7,27
smac4bb,lcbench,189906,686,7,28
smac4bb,lcbench,189906,612,7,29
smac4bb,lcbench,189906,497,7,30
smac4bb,rbv2_rpart,14,693,4,1
smac4bb,rbv2_rpart,14,473,4,2
smac4bb,rbv2_rpart,14,591,4,3
smac4bb,rbv2_rpart,14,568,4,4
smac4bb,rbv2_rpart,14,483,4,5
smac4bb,rbv2_rpart,14,360,4,6
smac4bb,rbv2_rpart,14,686,4,7
smac4bb,rbv2_rpart,14,479,4,8
smac4bb,rbv2_rpart,14,596,4,9
smac4bb,rbv2_rpart,14,569,4,10
smac4bb,rbv2_rpart,14,487,4,11
smac4bb,rbv2_rpart,14,362,4,12
smac4bb,rbv2_rpart,14,691,4,13
smac4bb,rbv2_rpart,14,477,4,14
smac4bb,rbv2_rpart,14,593,4,15
smac4bb,rbv2_rpart,14,568,4,16
smac4bb,rbv2_rpart,14,489,4,17
smac4bb,rbv2_rpart,14,367,4,18
smac4bb,rbv2_rpart,14,689,4,19
smac4bb,rbv2_rpart,14,473,4,20
smac4bb,rbv2_rpart,14,593,4,21
smac4bb,rbv2_rpart,14,567,4,22
smac4bb,rbv2_rpart,14,484,4,23
smac4bb,rbv2_rpart,14,360,4,24
smac4bb,rbv2_rpart,14,692,4,25
smac4bb,rbv2_rpart,14,480,4,26
smac4bb,rbv2_rpart,14,592,4,27
smac4bb,rbv2_rpart,14,570,4,28
smac4bb,rbv2_rpart,14,487,4,29
smac4bb,rbv2_rpart,14,366,4,30
smac4bb,rbv2_rpart,40499,691,4,1
smac4bb,rbv2_rpart,40499,475,4,2
smac4bb,rbv2_rpart,40499,593,4,3
smac4bb,rbv2_rpart,40499,572,4,4
smac4bb,rbv2_rpart,40499,493,4,5
smac4bb,rbv2_rpart,40499,366,4,6
smac4bb,rbv2_rpart,40499,689,4,7
smac4bb,rbv2_rpart,40499,476,4,8
smac4bb,rbv2_rpart,40499,595,4,9
smac4bb,rbv2_rpart,40499,569,4,10
smac4bb,rbv2_rpart,40499,490,4,11
smac4bb,rbv2_rpart,40499,363,4,12
smac4bb,rbv2_rpart,40499,688,4,13
smac4bb,rbv2_rpart,40499,473,4,14
smac4bb,rbv2_rpart,40499,595,4,15
smac4bb,rbv2_rpart,40499,569,4,16
smac4bb,rbv2_rpart,40499,483,4,17
smac4bb,rbv2_rpart,40499,363,4,18
smac4bb,rbv2_rpart,40499,687,4,19
smac4bb,rbv2_rpart,40499,469,4,20
smac4bb,rbv2_rpart,40499,594,4,21
smac4bb,rbv2_rpart,40499,571,4,22
smac4bb,rbv2_rpart,40499,486,4,23
smac4bb,rbv2_rpart,40499,366,4,24
smac4bb,rbv2_rpart,40499,689,4,25
smac4bb,rbv2_rpart,40499,474,4,26
smac4bb,rbv2_rpart,40499,591,4,27
smac4bb,rbv2_rpart,40499,565,4,28
smac4bb,rbv2_rpart,40499,480,4,29
smac4bb,rbv2_rpart,40499,364,4,30
smac4bb,rbv2_xgboost,12,960,10,1
smac4bb,rbv2_xgboost,12,745,10,2
smac4bb,rbv2_xgboost,12,856,10,3
smac4bb,rbv2_xgboost,12,845,10,4
smac4bb,rbv2_xgboost,12,760,10,5
smac4bb,rbv2_xgboost,12,672,10,6
smac4bb,rbv2_xgboost,12,955,10,7
smac4bb,rbv2_xgboost,12,765,10,8
smac4bb,rbv2_xgboost,12,859,10,9
smac4bb,rbv2_xgboost,12,805,10,10
smac4bb,rbv2_xgboost,12,764,10,11
smac4bb,rbv2_xgboost,12,663,10,12
smac4bb,rbv2_xgboost,12,939,10,13
smac4bb,rbv2_xgboost,12,739,10,14
smac4bb,rbv2_xgboost,12,857,10,15
smac4bb,rbv2_xgboost,12,839,10,16
smac4bb,rbv2_xgboost,12,755,10,17
smac4bb,rbv2_xgboost,12,670,10,18
smac4bb,rbv2_xgboost,12,964,10,19
smac4bb,rbv2_xgboost,12,762,10,20
smac4bb,rbv2_xgboost,12,864,10,21
smac4bb,rbv2_xgboost,12,830,10,22
smac4bb,rbv2_xgboost,12,770,10,23
smac4bb,rbv2_xgboost,12,690,10,24
smac4bb,rbv2_xgboost,12,954,10,25
smac4bb,rbv2_xgboost,12,768,10,26
smac4bb,rbv2_xgboost,12,852,10,27
smac4bb,rbv2_xgboost,12,834,10,28
smac4bb,rbv2_xgboost,12,758,10,29
smac4bb,rbv2_xgboost,12,683,10,30
smac4bb,rbv2_xgboost,1501,931,10,1
smac4bb,rbv2_xgboost,1501,734,10,2
smac4bb,rbv2_xgboost,1501,836,10,3
smac4bb,rbv2_xgboost,1501,826,10,4
smac4bb,rbv2_xgboost,1501,745,10,5
smac4bb,rbv2_xgboost,1501,642,10,6
smac4bb,rbv2_xgboost,1501,939,10,7
smac4bb,rbv2_xgboost,1501,736,10,8
smac4bb,rbv2_xgboost,1501,845,10,9
smac4bb,rbv2_xgboost,1501,812,10,10
smac4bb,rbv2_xgboost,1501,743,10,11
smac4bb,rbv2_xgboost,1501,654,10,12
smac4bb,rbv2_xgboost,1501,937,10,13
smac4bb,rbv2_xgboost,1501,741,10,14
